audio,contain speech,female speak,male speak,female transcript,male transcript,annotate,useful annotates,female chunk number,aligned female chunk number,female align percentage,male chunk number,aligned male chunk number,male align percentage,Arousal,Valence,Arousal_binary,Valence_binary,check annotation,check female transcript,check male transcript,check date,romantic interaction,romantic interaction & both speak
Z_009\Day_1\Hour_19\10-12-2020 19_01_28,yes,yes,yes,1,1,1,36,18,14,0.777777778,13,9,0.692307692,44,76,0,1,1,1,1,1,1,1
Z_009\Day_1\Hour_20\10-12-2020 20_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,47,65,0,1,1,1,1,1,0,-1
Z_009\Day_1\Hour_9\10-12-2020 09_44_00,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,68,65,1,1,1,1,1,1,0,-1
Z_009\Day_2\Hour_10\10-13-2020 10_40_57,yes,yes,yes,1,1,1,0,10,0,0,11,0,0,-1,-1,-1,-1,1,1,1,1,1,1
Z_009\Day_2\Hour_19\10-13-2020 19_02_38,yes,yes,yes,1,1,1,29,8,5,0.625,17,16,0.941176471,36,50,0,0,1,1,1,1,1,1
Z_009\Day_2\Hour_20\10-13-2020 20_44_00,yes,yes,yes,1,1,1,9,13,5,0.384615385,9,4,0.444444444,43,50,0,0,1,1,1,1,1,1
Z_009\Day_2\Hour_9\10-13-2020 09_44_00,yes,yes,yes,1,1,1,15,7,2,0.285714286,5,3,0.6,33,50,0,0,1,1,1,1,1,1
Z_009\Day_3\Hour_10\10-14-2020 10_03_30,yes,yes,yes,1,1,1,6,7,3,0.428571429,7,2,0.285714286,74,50,1,0,1,1,1,1,1,1
Z_009\Day_3\Hour_19\10-14-2020 19_44_00,yes,yes,yes,1,1,1,0,9,0,0,11,0,0,-1,-1,-1,-1,1,1,1,1,1,1
Z_009\Day_3\Hour_20\10-14-2020 20_44_00,yes,yes,yes,1,1,1,4,8,3,0.375,6,1,0.166666667,50,72,0,1,1,1,1,1,1,1
Z_009\Day_3\Hour_9\10-14-2020 09_13_42,yes,no,yes,0,1,1,0,-1,-1,-1,4,0,0,38,50,0,0,1,1,1,1,0,-1
Z_009\Day_4\Hour_10\10-15-2020 10_06_54,yes,yes,yes,1,1,1,15,8,5,0.625,7,2,0.285714286,45,65,0,1,1,1,1,1,1,1
Z_009\Day_4\Hour_19\10-15-2020 19_01_32,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,33,30,0,0,1,1,1,1,0,-1
Z_009\Day_4\Hour_20\10-15-2020 20_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,56,54,1,1,1,1,1,1,0,-1
Z_009\Day_4\Hour_9\10-15-2020 09_01_01,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,36,50,0,0,1,1,1,1,0,-1
Z_009\Day_5\Hour_10\10-16-2020 10_44_00,yes,yes,yes,1,1,1,0,5,0,0,6,0,0,59,53,1,1,1,1,1,1,1,1
Z_009\Day_5\Hour_19\10-16-2020 19_02_53,yes,yes,yes,1,1,1,43,8,1,0.125,20,20,1,67,65,1,1,1,1,1,1,1,1
Z_009\Day_5\Hour_20\10-16-2020 20_44_01,yes,yes,yes,1,1,1,0,4,0,0,3,0,0,46,63,0,1,1,1,1,1,1,1
Z_009\Day_5\Hour_9\10-16-2020 09_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,44,59,0,1,1,1,1,1,0,-1
Z_009\Day_6\Hour_10\10-17-2020 10_11_45,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,65,63,1,1,1,1,1,1,0,-1
Z_009\Day_6\Hour_11\10-17-2020 11_44_02,yes,yes,yes,1,1,1,0,5,0,0,5,0,0,61,57,1,1,1,1,1,1,1,1
Z_009\Day_6\Hour_12\10-17-2020 12_06_43,yes,yes,yes,1,1,1,0,17,0,0,12,0,0,65,68,1,1,1,1,1,1,1,1
Z_009\Day_6\Hour_13\10-17-2020 13_40_37,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_009\Day_6\Hour_14\10-17-2020 14_39_51,yes,yes,yes,1,1,1,0,17,0,0,11,0,0,-1,-1,-1,-1,1,1,1,1,1,1
Z_009\Day_6\Hour_16\10-17-2020 16_27_30,yes,yes,yes,1,1,1,0,20,0,0,19,0,0,65,59,1,1,1,1,1,1,1,1
Z_009\Day_6\Hour_17\10-17-2020 17_41_20,yes,yes,yes,1,1,1,1,8,1,0.125,8,0,0,60,60,1,1,1,1,1,1,1,1
Z_009\Day_6\Hour_18\10-17-2020 18_38_45,yes,yes,yes,1,1,1,5,19,6,0.315789474,9,3,0.333333333,73,74,1,1,1,1,1,1,1,1
Z_009\Day_6\Hour_19\10-17-2020 19_05_12,yes,yes,yes,1,1,1,0,7,0,0,6,0,0,65,65,1,1,1,1,1,1,1,1
Z_009\Day_6\Hour_20\10-17-2020 20_44_00,yes,yes,yes,1,1,1,0,5,0,0,6,0,0,60,61,1,1,1,1,1,1,1,1
Z_009\Day_6\Hour_9\10-17-2020 09_44_01,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,60,64,1,1,1,1,1,1,0,-1
Z_010\Day_0\Hour_10\02-16-2020 10_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,100,100,1,1,1,1,1,1,0,-1
Z_010\Day_0\Hour_11\02-16-2020 11_44_00,yes,yes,yes,1,1,1,0,8,0,0,7,0,0,-1,-1,-1,-1,1,1,1,1,1,1
Z_010\Day_0\Hour_12\02-16-2020 12_44_00,yes,yes,yes,1,1,1,0,7,0,0,11,0,0,-1,-1,-1,-1,1,1,1,1,1,1
Z_010\Day_0\Hour_14\02-16-2020 14_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,100,100,1,1,1,1,1,1,0,-1
Z_010\Day_0\Hour_15\02-16-2020 15_11_13,yes,no,yes,0,1,1,0,-1,-1,-1,5,0,0,100,100,1,1,1,1,1,1,0,-1
Z_010\Day_0\Hour_16\02-16-2020 16_17_25,yes,yes,yes,1,1,1,19,13,0,0,17,12,0.705882353,94,100,1,1,1,1,1,1,0,-1
Z_010\Day_0\Hour_17\02-16-2020 17_04_01,yes,yes,yes,1,1,1,16,13,3,0.230769231,17,12,0.705882353,100,100,1,1,1,1,1,1,1,1
Z_010\Day_0\Hour_18\02-16-2020 18_23_54,yes,yes,yes,1,1,1,0,5,0,0,6,0,0,100,86,1,1,1,1,1,1,1,1
Z_010\Day_0\Hour_19\02-16-2020 19_44_00,yes,yes,yes,1,1,1,0,7,0,0,8,0,0,100,100,1,1,1,1,1,1,1,1
Z_010\Day_0\Hour_20\02-16-2020 20_44_00,yes,yes,yes,1,1,1,3,5,1,0.2,8,1,0.125,100,100,1,1,1,1,1,1,1,1
Z_010\Day_0\Hour_21\02-16-2020 21_12_49,yes,yes,yes,1,1,1,0,5,0,0,6,0,0,100,100,1,1,1,1,1,1,1,1
Z_010\Day_1\Hour_18\02-10-2020 18_00_44,yes,yes,yes,1,1,1,0,7,0,0,7,0,0,94,98,1,1,1,1,1,1,1,1
Z_010\Day_1\Hour_19\02-10-2020 19_15_12,yes,no,yes,0,1,1,0,-1,-1,-1,6,0,0,91,94,1,1,1,1,1,1,0,-1
Z_010\Day_1\Hour_20\02-10-2020 20_13_28,yes,yes,yes,1,1,1,0,4,0,0,8,0,0,100,100,1,1,1,1,1,1,0,-1
Z_010\Day_1\Hour_21\02-10-2020 21_02_55,yes,yes,yes,1,0,1,4,4,1,0.25,-1,-1,-1,100,97,1,1,1,1,0,1,0,-1
Z_010\Day_1\Hour_8\02-10-2020 08_03_37,yes,yes,yes,1,1,1,1,9,0,0,10,1,0.1,83,89,1,1,1,1,1,1,1,1
Z_010\Day_1\Hour_9\02-10-2020 09_12_12,yes,yes,yes,1,1,1,21,17,10,0.588235294,19,12,0.631578947,91,95,1,1,1,1,1,1,1,1
Z_010\Day_2\Hour_18\02-11-2020 18_07_48,yes,yes,yes,1,1,1,4,6,1,0.166666667,5,1,0.2,100,98,1,1,1,1,1,1,1,1
Z_010\Day_2\Hour_19\02-11-2020 19_14_36,yes,yes,yes,1,1,1,0,5,0,0,5,0,0,100,95,1,1,1,1,1,1,1,1
Z_010\Day_2\Hour_20\02-11-2020 20_44_00,yes,no,yes,0,1,1,0,-1,-1,-1,2,0,0,91,100,1,1,1,1,1,1,0,-1
Z_010\Day_2\Hour_21\02-11-2020 21_03_40,yes,no,yes,0,1,1,0,-1,-1,-1,6,0,0,100,100,1,1,1,1,1,1,1,0
Z_010\Day_2\Hour_8\02-11-2020 08_01_07,yes,yes,yes,1,1,1,14,13,4,0.307692308,11,8,0.727272727,94,94,1,1,1,1,1,1,1,1
Z_010\Day_2\Hour_9\02-11-2020 09_33_22,yes,yes,yes,1,1,1,8,8,2,0.25,7,4,0.571428571,99,100,1,1,1,1,1,1,1,1
Z_010\Day_3\Hour_18\02-12-2020 18_01_11,yes,yes,yes,1,1,1,12,8,1,0.125,13,5,0.384615385,100,100,1,1,1,1,1,1,1,1
Z_010\Day_3\Hour_19\02-12-2020 19_44_01,yes,yes,yes,1,1,1,1,7,0,0,7,1,0.142857143,-1,-1,-1,-1,1,1,1,1,1,1
Z_010\Day_3\Hour_21\02-12-2020 21_44_00,yes,yes,yes,1,1,1,0,9,0,0,10,0,0,100,100,1,1,1,1,1,1,1,1
Z_010\Day_3\Hour_8\02-12-2020 08_03_43,yes,yes,yes,1,1,1,8,9,5,0.555555556,10,4,0.4,100,100,1,1,1,1,1,1,1,1
Z_010\Day_3\Hour_9\02-12-2020 09_19_04,yes,yes,yes,1,1,1,6,7,0,0,13,6,0.461538462,100,96,1,1,1,1,1,1,1,1
Z_010\Day_4\Hour_18\02-13-2020 18_34_39,yes,yes,yes,1,1,1,0,8,0,0,8,0,0,100,100,1,1,1,1,1,1,1,1
Z_010\Day_4\Hour_19\02-13-2020 19_44_02,yes,no,yes,0,1,1,1,-1,-1,-1,5,1,0.2,100,100,1,1,1,1,1,1,1,0
Z_010\Day_4\Hour_20\02-13-2020 20_44_02,yes,yes,yes,1,1,1,0,4,0,0,6,0,0,99,100,1,1,1,1,1,1,1,1
Z_010\Day_4\Hour_8\02-13-2020 08_44_01,yes,yes,yes,1,1,1,35,15,12,0.8,18,11,0.611111111,100,95,1,1,1,1,1,1,1,1
Z_010\Day_4\Hour_9\02-13-2020 09_44_01,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,100,100,1,1,1,1,1,1,0,-1
Z_010\Day_5\Hour_18\02-14-2020 18_44_00,yes,yes,yes,1,1,1,0,5,0,0,7,0,0,95,100,1,1,1,1,1,1,1,1
Z_010\Day_5\Hour_19\02-14-2020 19_44_00,yes,yes,yes,1,1,1,2,4,1,0.25,4,1,0.25,100,100,1,1,1,1,1,1,1,1
Z_010\Day_5\Hour_20\02-14-2020 20_44_00,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,100,100,1,1,1,1,1,1,1,0
Z_010\Day_5\Hour_21\02-14-2020 21_44_00,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,92,93,1,1,1,1,1,1,0,-1
Z_010\Day_5\Hour_8\02-14-2020 08_44_00,yes,yes,yes,1,1,1,15,8,3,0.375,10,7,0.7,100,100,1,1,1,1,1,1,1,1
Z_010\Day_5\Hour_9\02-14-2020 09_44_00,yes,yes,yes,1,1,1,40,19,19,1,18,13,0.722222222,-1,-1,-1,-1,1,1,1,1,1,1
Z_010\Day_6\Hour_10\02-15-2020 10_44_01,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_010\Day_6\Hour_11\02-15-2020 11_44_01,yes,yes,yes,1,1,1,29,11,5,0.454545455,17,14,0.823529412,100,100,1,1,1,1,1,1,1,1
Z_010\Day_6\Hour_12\02-15-2020 12_44_00,yes,yes,yes,1,1,1,36,18,14,0.777777778,20,17,0.85,100,100,1,1,1,1,1,1,1,1
Z_010\Day_6\Hour_13\02-15-2020 13_44_00,yes,yes,yes,1,1,1,53,20,18,0.9,19,17,0.894736842,100,100,1,1,1,1,1,1,1,1
Z_010\Day_6\Hour_14\02-15-2020 14_44_00,yes,yes,yes,1,1,1,12,10,6,0.6,13,7,0.538461538,-1,-1,-1,-1,1,1,1,1,1,1
Z_010\Day_6\Hour_15\02-15-2020 15_44_01,yes,yes,yes,1,1,1,16,14,8,0.571428571,14,9,0.642857143,100,100,1,1,1,1,1,1,1,1
Z_010\Day_6\Hour_17\02-15-2020 17_34_22,yes,yes,yes,1,1,0,-1,2,-1,-1,6,-1,-1,100,100,1,1,0,1,1,1,1,1
Z_010\Day_6\Hour_9\02-15-2020 09_44_01,yes,yes,yes,1,1,1,12,7,3,0.428571429,11,7,0.636363636,100,100,1,1,1,1,1,1,1,1
Z_011\Day_1\Hour_19\03-02-2020 19_39_56,yes,yes,yes,1,1,1,48,11,11,1,20,20,1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_011\Day_1\Hour_20\03-02-2020 20_35_45,yes,yes,yes,1,1,1,33,9,9,1,18,18,1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_011\Day_1\Hour_8\03-02-2020 08_44_02,yes,no,yes,0,1,1,10,-1,-1,-1,8,5,0.625,-1,-1,-1,-1,1,1,1,1,0,-1
Z_011\Day_1\Hour_9\03-02-2020 09_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_011\Day_2\Hour_19\03-03-2020 19_44_00,yes,yes,yes,1,1,1,48,9,9,1,16,16,1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_011\Day_2\Hour_20\03-03-2020 20_01_21,yes,yes,yes,1,1,1,46,8,8,1,19,19,1,100,100,1,1,1,1,1,1,0,-1
Z_011\Day_2\Hour_8\03-03-2020 08_44_00,yes,yes,yes,1,1,1,10,8,3,0.375,8,6,0.75,-1,-1,-1,-1,1,1,1,1,1,1
Z_011\Day_2\Hour_9\03-03-2020 09_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_011\Day_3\Hour_19\03-04-2020 19_44_01,yes,no,yes,0,1,1,38,-1,-1,-1,17,16,0.941176471,91,98,1,1,1,1,1,1,0,-1
Z_011\Day_3\Hour_20\03-04-2020 20_44_01,yes,yes,yes,1,1,1,61,19,18,0.947368421,20,20,1,100,95,1,1,1,1,1,1,0,-1
Z_011\Day_3\Hour_8\03-04-2020 08_21_16,yes,yes,yes,1,1,1,8,6,2,0.333333333,7,3,0.428571429,82,100,1,1,1,1,1,1,1,1
Z_011\Day_3\Hour_9\03-04-2020 09_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_011\Day_4\Hour_19\03-05-2020 19_44_02,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_011\Day_4\Hour_20\03-05-2020 20_44_02,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,100,100,1,1,1,1,1,1,0,-1
Z_011\Day_4\Hour_8\03-05-2020 08_44_01,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_011\Day_4\Hour_9\03-05-2020 09_44_01,yes,yes,yes,1,1,1,73,6,5,0.833333333,19,19,1,-1,-1,-1,-1,1,1,1,1,1,1
Z_012\Day_4\Hour_10\08-12-2021 10_44_10,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_012\Day_4\Hour_19\08-12-2021 19_44_12,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,100,100,1,1,1,1,1,1,0,-1
Z_012\Day_4\Hour_20\08-12-2021 20_41_07,yes,yes,yes,1,1,1,9,13,6,0.461538462,15,3,0.2,100,100,1,1,1,1,1,1,1,1
Z_012\Day_4\Hour_8\08-12-2021 08_44_09,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,100,100,1,1,1,1,1,1,0,-1
Z_012\Day_4\Hour_9\08-12-2021 09_09_52,yes,yes,yes,1,1,1,5,10,4,0.4,10,0,0,100,100,1,1,1,1,1,1,1,1
Z_012\Day_3\Hour_10\08-11-2021 10_44_07,yes,yes,no,1,0,1,39,20,17,0.85,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_012\Day_3\Hour_18\08-11-2021 18_13_44,yes,yes,yes,1,1,1,14,11,10,0.909090909,7,0,0,100,100,1,1,1,1,1,1,1,1
Z_012\Day_3\Hour_19\08-11-2021 19_10_31,yes,yes,yes,1,1,1,71,20,19,0.95,8,5,0.625,100,100,1,1,1,1,1,1,0,-1
Z_012\Day_3\Hour_20\08-11-2021 20_44_09,yes,yes,no,1,0,0,-1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,0,-1
Z_012\Day_3\Hour_8\08-11-2021 08_44_07,yes,yes,yes,1,1,1,7,11,4,0.363636364,12,3,0.25,100,100,1,1,1,1,1,1,1,1
Z_012\Day_3\Hour_9\08-11-2021 09_44_07,yes,yes,yes,1,1,1,0,6,0,0,4,0,0,-1,-1,-1,-1,1,1,1,1,1,1
Z_012\Day_6\Hour_10\08-14-2021 10_44_27,no,no,no,0,0,1,1,-1,-1,-1,-1,-1,-1,100,100,1,1,1,1,1,1,0,-1
Z_012\Day_6\Hour_11\08-14-2021 11_44_27,yes,yes,yes,1,1,1,39,18,17,0.944444444,15,15,1,100,100,1,1,1,1,1,1,1,1
Z_012\Day_6\Hour_12\08-14-2021 12_44_27,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_012\Day_6\Hour_13\08-14-2021 13_44_27,yes,yes,yes,1,1,1,28,12,11,0.916666667,12,11,0.916666667,-1,-1,-1,-1,1,1,1,1,1,1
Z_012\Day_6\Hour_14\08-14-2021 14_44_28,yes,yes,yes,1,1,1,18,17,15,0.882352941,15,2,0.133333333,-1,-1,-1,-1,1,1,1,1,1,1
Z_012\Day_6\Hour_15\08-14-2021 15_44_28,yes,yes,yes,1,1,1,15,16,13,0.8125,15,0,0,-1,-1,-1,-1,1,1,1,1,1,1
Z_012\Day_6\Hour_16\08-14-2021 16_44_28,yes,yes,yes,1,1,1,40,15,13,0.866666667,10,8,0.8,31,92,0,1,1,1,1,1,1,1
Z_012\Day_6\Hour_17\08-14-2021 17_44_28,yes,yes,yes,1,1,1,4,6,3,0.5,5,1,0.2,-1,-1,-1,-1,1,1,1,1,1,1
Z_012\Day_6\Hour_18\08-14-2021 18_44_28,yes,yes,yes,1,1,1,50,19,18,0.947368421,14,13,0.928571429,30,68,0,1,1,1,1,1,1,1
Z_012\Day_6\Hour_19\08-14-2021 19_44_28,yes,yes,yes,1,1,1,6,8,5,0.625,6,1,0.166666667,-1,-1,-1,-1,1,1,1,1,1,1
Z_012\Day_6\Hour_20\08-14-2021 20_44_28,yes,yes,yes,1,1,1,13,9,5,0.555555556,7,3,0.428571429,30,68,0,1,1,1,1,1,1,1
Z_012\Day_6\Hour_8\08-14-2021 08_44_27,yes,yes,no,1,0,1,3,5,2,0.4,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_012\Day_6\Hour_9\08-14-2021 09_44_27,yes,yes,no,1,0,1,25,14,13,0.928571429,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_012\Day_5\Hour_10\08-13-2021 10_44_19,yes,yes,yes,1,1,1,4,10,3,0.3,7,0,0,100,100,1,1,1,1,1,1,1,1
Z_012\Day_5\Hour_18\08-13-2021 18_44_26,yes,yes,yes,1,1,1,24,13,11,0.846153846,10,7,0.7,14,100,0,1,1,1,1,1,1,1
Z_012\Day_5\Hour_20\08-13-2021 20_44_26,yes,yes,no,1,0,1,1,5,1,0.2,-1,-1,-1,0,100,0,1,1,1,1,1,1,0
Z_012\Day_5\Hour_8\08-13-2021 08_44_18,yes,yes,yes,1,1,1,20,9,6,0.666666667,7,3,0.428571429,100,100,1,1,1,1,1,1,1,1
Z_012\Day_2\Hour_10\08-10-2021 10_01_00,yes,yes,yes,1,1,1,7,14,3,0.214285714,11,2,0.181818182,100,100,1,1,1,1,1,1,1,1
Z_012\Day_2\Hour_18\08-10-2021 18_25_46,yes,yes,yes,1,1,1,36,13,11,0.846153846,11,6,0.545454545,100,100,1,1,1,1,1,1,1,1
Z_012\Day_2\Hour_19\08-10-2021 19_33_57,yes,yes,yes,1,1,1,9,9,4,0.444444444,8,1,0.125,0,100,0,1,1,1,1,1,1,1
Z_012\Day_2\Hour_20\08-10-2021 20_44_06,yes,yes,yes,1,1,1,12,8,4,0.5,8,4,0.5,3,100,0,1,1,1,1,1,1,1
Z_012\Day_2\Hour_8\08-10-2021 08_44_07,yes,yes,yes,1,1,1,29,13,7,0.538461538,11,6,0.545454545,100,100,1,1,1,1,1,1,1,1
Z_012\Day_2\Hour_9\08-10-2021 09_00_17,yes,yes,yes,1,1,1,6,20,20,1,6,0,0,100,100,1,1,1,1,1,1,0,-1
Z_012\Day_1\Hour_10\08-09-2021 10_44_05,yes,yes,yes,1,1,1,1,5,1,0.2,5,0,0,-1,-1,-1,-1,1,1,1,1,1,1
Z_012\Day_1\Hour_18\08-09-2021 18_44_06,yes,yes,yes,1,1,1,3,15,2,0.133333333,11,0,0,100,100,1,1,1,1,1,1,1,1
Z_012\Day_1\Hour_19\08-09-2021 19_44_06,yes,yes,yes,1,1,1,52,17,15,0.882352941,20,20,1,100,100,1,1,1,1,1,1,1,1
Z_012\Day_1\Hour_20\08-09-2021 20_31_22,yes,yes,yes,1,1,1,33,15,15,1,7,4,0.571428571,100,100,1,1,1,1,1,1,1,1
Z_012\Day_1\Hour_8\08-09-2021 08_44_05,yes,yes,yes,1,1,1,5,6,3,0.5,6,0,0,100,100,1,1,1,1,1,1,1,1
Z_012\Day_1\Hour_9\08-09-2021 09_21_24,yes,yes,yes,1,1,1,46,18,18,1,15,3,0.2,100,100,1,1,1,1,1,1,0,-1
Z_012\Day_0\Hour_10\08-15-2021 10_44_29,yes,yes,yes,1,1,1,0,4,0,0,4,0,0,-1,-1,-1,-1,1,1,1,1,0,-1
Z_012\Day_0\Hour_11\08-15-2021 11_44_30,yes,yes,yes,1,1,1,0,5,0,0,5,0,0,-1,-1,-1,-1,1,1,1,1,0,-1
Z_012\Day_0\Hour_12\08-15-2021 12_44_30,yes,yes,yes,1,1,1,1,9,0,0,5,0,0,-1,-1,-1,-1,1,1,1,1,0,-1
Z_012\Day_0\Hour_13\08-15-2021 13_44_30,yes,yes,no,1,0,1,10,17,17,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_012\Day_0\Hour_14\08-15-2021 14_44_30,yes,yes,no,1,0,1,34,18,18,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_012\Day_0\Hour_15\08-15-2021 15_44_30,yes,yes,no,1,0,1,5,10,10,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_012\Day_0\Hour_16\08-15-2021 16_44_30,yes,yes,yes,1,1,1,58,20,19,0.95,13,10,0.769230769,-1,-1,-1,-1,1,1,1,1,0,-1
Z_012\Day_0\Hour_17\08-15-2021 17_44_30,yes,yes,yes,1,1,1,17,9,5,0.555555556,10,1,0.1,-1,-1,-1,-1,1,1,1,1,1,1
Z_012\Day_0\Hour_18\08-15-2021 18_44_30,yes,yes,yes,1,1,1,38,14,12,0.857142857,13,9,0.692307692,-1,-1,-1,-1,1,1,1,1,1,1
Z_012\Day_0\Hour_19\08-15-2021 19_44_30,yes,yes,yes,1,1,1,0,4,0,0,4,0,0,-1,-1,-1,-1,1,1,1,1,1,1
Z_012\Day_0\Hour_20\08-15-2021 20_44_30,yes,yes,yes,1,1,1,7,7,4,0.571428571,5,0,0,-1,-1,-1,-1,1,1,1,1,1,1
Z_012\Day_0\Hour_8\08-15-2021 08_44_29,yes,yes,yes,1,1,1,27,20,10,0.5,20,3,0.15,-1,-1,-1,-1,1,1,1,1,1,1
Z_012\Day_0\Hour_9\08-15-2021 09_44_29,yes,yes,yes,1,1,1,25,18,10,0.555555556,11,3,0.272727273,-1,-1,-1,-1,1,1,1,1,0,-1
Z_013\Day_4\Hour_19\10-21-2021 19_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,36,67,0,1,1,1,1,1,0,-1
Z_013\Day_4\Hour_20\10-21-2021 20_44_00,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,21,66,0,1,1,1,1,1,0,-1
Z_013\Day_4\Hour_21\10-21-2021 21_31_33,yes,yes,yes,1,1,1,1,12,1,0.083333333,10,0,0,23,72,0,1,1,1,1,1,1,1
Z_013\Day_4\Hour_6\10-21-2021 06_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,43,63,0,1,1,1,1,1,0,-1
Z_013\Day_4\Hour_7\10-21-2021 07_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_013\Day_3\Hour_19\10-20-2021 19_44_00,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_013\Day_3\Hour_20\10-20-2021 20_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,30,62,0,1,1,1,1,1,0,-1
Z_013\Day_3\Hour_21\10-20-2021 21_44_00,yes,yes,yes,1,1,1,4,5,2,0.4,4,1,0.25,40,78,0,1,1,1,1,1,1,1
Z_013\Day_3\Hour_6\10-20-2021 06_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_013\Day_3\Hour_7\10-20-2021 07_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,71,74,1,1,1,1,1,1,0,-1
Z_013\Day_6\Hour_10\10-23-2021 10_44_01,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_013\Day_6\Hour_11\10-23-2021 11_44_01,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_013\Day_6\Hour_12\10-23-2021 12_44_01,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_013\Day_6\Hour_13\10-23-2021 13_44_00,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_013\Day_6\Hour_14\10-23-2021 14_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_013\Day_6\Hour_15\10-23-2021 15_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_013\Day_6\Hour_16\10-23-2021 16_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_013\Day_6\Hour_17\10-23-2021 17_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_013\Day_6\Hour_18\10-23-2021 18_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_013\Day_6\Hour_19\10-23-2021 19_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
